company,model,rating,date
Meta,llama-2-70b-chat,1072.0,1699401600
OpenChat,openchat-3.5,1066.0,1699401600
HuggingFace,zephyr-7b-beta,1044.0,1699401600
Databricks,mpt-30b-chat,1038.0,1699401600
Alibaba,qwen-14b-chat,1031.0,1699401600
TII,falcon-180b-chat,1031.0,1699401600
Mistral AI,mistral-7b-instruct,1013.0,1699401600
Google,palm-2,996.0,1699401600
Berkeley,koala-13b,960.0,1699401600
Nomic AI,gpt4all-13b-snoozy,932.0,1699401600
Zhipu AI,chatglm2-6b,922.0,1699401600
BlinkDL,RWKV-4-Raven-14B,919.0,1699401600
Stanford,alpaca-13b,898.0,1699401600
LAION,oasst-pythia-12b,890.0,1699401600
Stability AI,stablelm-tuned-alpha-7b,839.0,1699401600
OpenAI,gpt-4,1159.0,1700092800
Anthropic,claude-1,1146.0,1700092800
WizardTeam,wizardlm-70b,1093.0,1700092800
LMSYS,vicuna-33b,1090.0,1700092800
OpenChat,openchat-3.5,1070.0,1700092800
Meta,llama-2-70b-chat,1065.0,1700092800
HuggingFace,zephyr-7b-beta,1042.0,1700092800
Databricks,mpt-30b-chat,1031.0,1700092800
Alibaba,qwen-14b-chat,1030.0,1700092800
TII,falcon-180b-chat,1024.0,1700092800
Mistral AI,mistral-7b-instruct,1008.0,1700092800
Google,palm-2,991.0,1700092800
Zhipu AI,chatglm3-6b,970.0,1700092800
Berkeley,koala-13b,955.0,1700092800
Nomic AI,gpt4all-13b-snoozy,925.0,1700092800
BlinkDL,RWKV-4-Raven-14B,915.0,1700092800
Stanford,alpaca-13b,893.0,1700092800
LAION,oasst-pythia-12b,884.0,1700092800
Stability AI,stablelm-tuned-alpha-7b,833.0,1700092800
OpenAI,gpt-4-0314,1201.0,1701820800
Anthropic,claude-1,1153.0,1701820800
Allen Institute,tulu-2-dpo-70b,1105.0,1701820800
01.AI,yi-34b-chat,1102.0,1701820800
WizardTeam,wizardlm-70b,1097.0,1701820800
LMSYS,vicuna-33b,1093.0,1701820800
Berkeley,starling-lm-7b-alpha,1083.0,1701820800
Perplexity AI,pplx-70b-online,1080.0,1701820800
OpenChat,openchat-3.5,1077.0,1701820800
Nous Research,openhermes-2.5-mistral-7b,1075.0,1701820800
Meta,llama-2-70b-chat,1069.0,1701820800
HuggingFace,zephyr-7b-beta,1045.0,1701820800
Alibaba,qwen-14b-chat,1039.0,1701820800
Databricks,mpt-30b-chat,1039.0,1701820800
TII,falcon-180b-chat,1031.0,1701820800
Mistral AI,mistral-7b-instruct,1018.0,1701820800
Google,palm-2,1000.0,1701820800
Zhipu AI,chatglm3-6b,958.0,1701820800
Nomic AI,gpt4all-13b-snoozy,936.0,1701820800
BlinkDL,RWKV-4-Raven-14B,924.0,1701820800
Stanford,alpaca-13b,904.0,1701820800
LAION,oasst-pythia-12b,896.0,1701820800
Stability AI,stablelm-tuned-alpha-7b,845.0,1701820800
OpenAI,gpt-4-0314,1191.0,1702598400
Anthropic,claude-1,1151.0,1702598400
Mistral AI,mixtral-8x7b-instruct-v0.1,1116.0,1702598400
Allen Institute,tulu-2-dpo-70b,1110.0,1702598400
01.AI,yi-34b-chat,1109.0,1702598400
Google,gemini-pro,1106.0,1702598400
WizardTeam,wizardlm-70b,1102.0,1702598400
LMSYS,vicuna-33b,1096.0,1702598400
Berkeley,starling-lm-7b-alpha,1088.0,1702598400
OpenChat,openchat-3.5,1077.0,1702598400
Perplexity AI,pplx-70b-online,1075.0,1702598400
Meta,llama-2-70b-chat,1074.0,1702598400
Nous Research,openhermes-2.5-mistral-7b,1072.0,1702598400
Unknown,dolphin-2.2.1-mistral-7b,1072.0,1702598400
HuggingFace,zephyr-7b-beta,1049.0,1702598400
Alibaba,qwen-14b-chat,1042.0,1702598400
Databricks,mpt-30b-chat,1041.0,1702598400
TII,falcon-180b-chat,1035.0,1702598400
Zhipu AI,chatglm3-6b,960.0,1702598400
Nomic AI,gpt4all-13b-snoozy,937.0,1702598400
BlinkDL,RWKV-4-Raven-14B,924.0,1702598400
Stanford,alpaca-13b,904.0,1702598400
LAION,oasst-pythia-12b,896.0,1702598400
Stability AI,stablelm-tuned-alpha-7b,844.0,1702598400
OpenAI,gpt-4-0314,1192.0,1703030400
Anthropic,claude-1,1149.0,1703030400
Mistral AI,mixtral-8x7b-instruct-v0.1,1121.0,1703030400
Google,gemini-pro,1111.0,1703030400
01.AI,yi-34b-chat,1110.0,1703030400
Allen Institute,tulu-2-dpo-70b,1110.0,1703030400
WizardTeam,wizardlm-70b,1102.0,1703030400
LMSYS,vicuna-33b,1095.0,1703030400
Berkeley,starling-lm-7b-alpha,1089.0,1703030400
Meta,llama-2-70b-chat,1077.0,1703030400
OpenChat,openchat-3.5,1077.0,1703030400
Perplexity AI,pplx-70b-online,1075.0,1703030400
Nous Research,openhermes-2.5-mistral-7b,1074.0,1703030400
Unknown,solar-10.7b-instruct-v1.0,1062.0,1703030400
HuggingFace,zephyr-7b-beta,1049.0,1703030400
Databricks,mpt-30b-chat,1042.0,1703030400
Alibaba,qwen-14b-chat,1041.0,1703030400
TII,falcon-180b-chat,1035.0,1703030400
Zhipu AI,chatglm3-6b,959.0,1703030400
Nomic AI,gpt4all-13b-snoozy,937.0,1703030400
BlinkDL,RWKV-4-Raven-14B,924.0,1703030400
Stanford,alpaca-13b,904.0,1703030400
LAION,oasst-pythia-12b,896.0,1703030400
Stability AI,stablelm-tuned-alpha-7b,844.0,1703030400
OpenAI,gpt-4-0314,1190.0,1704758400
Mistral AI,mistral-medium,1150.0,1704758400
Anthropic,claude-1,1149.0,1704758400
Google,gemini-pro-dev-api,1120.0,1704758400
01.AI,yi-34b-chat,1111.0,1704758400
Allen Institute,tulu-2-dpo-70b,1106.0,1704758400
WizardTeam,wizardlm-70b,1104.0,1704758400
LMSYS,vicuna-33b,1094.0,1704758400
Berkeley,starling-lm-7b-alpha,1092.0,1704758400
Meta,llama-2-70b-chat,1079.0,1704758400
Nous Research,openhermes-2.5-mistral-7b,1079.0,1704758400
OpenChat,openchat-3.5,1076.0,1704758400
Perplexity AI,pplx-70b-online,1073.0,1704758400
Unknown,dolphin-2.2.1-mistral-7b,1065.0,1704758400
HuggingFace,zephyr-7b-beta,1049.0,1704758400
Databricks,mpt-30b-chat,1042.0,1704758400
Alibaba,qwen-14b-chat,1036.0,1704758400
TII,falcon-180b-chat,1031.0,1704758400
Zhipu AI,chatglm3-6b,960.0,1704758400
Nomic AI,gpt4all-13b-snoozy,937.0,1704758400
BlinkDL,RWKV-4-Raven-14B,924.0,1704758400
Stanford,alpaca-13b,904.0,1704758400
LAION,oasst-pythia-12b,896.0,1704758400
Stability AI,stablelm-tuned-alpha-7b,844.0,1704758400
OpenAI,gpt-4-0314,1191.0,1705536000
Anthropic,claude-1,1150.0,1705536000
Mistral AI,mistral-medium,1148.0,1705536000
Google,gemini-pro-dev-api,1121.0,1705536000
01.AI,yi-34b-chat,1111.0,1705536000
Allen Institute,tulu-2-dpo-70b,1105.0,1705536000
WizardTeam,wizardlm-70b,1104.0,1705536000
LMSYS,vicuna-33b,1094.0,1705536000
Berkeley,starling-lm-7b-alpha,1089.0,1705536000
Meta,llama-2-70b-chat,1081.0,1705536000
Nous Research,openhermes-2.5-mistral-7b,1077.0,1705536000
OpenChat,openchat-3.5,1076.0,1705536000
Perplexity AI,pplx-70b-online,1074.0,1705536000
Unknown,solar-10.7b-instruct-v1.0,1065.0,1705536000
HuggingFace,zephyr-7b-beta,1049.0,1705536000
Databricks,mpt-30b-chat,1043.0,1705536000
Alibaba,qwen-14b-chat,1034.0,1705536000
TII,falcon-180b-chat,1031.0,1705536000
Zhipu AI,chatglm3-6b,961.0,1705536000
Nomic AI,gpt4all-13b-snoozy,937.0,1705536000
BlinkDL,RWKV-4-Raven-14B,924.0,1705536000
Stanford,alpaca-13b,904.0,1705536000
LAION,oasst-pythia-12b,896.0,1705536000
Stability AI,stablelm-tuned-alpha-7b,844.0,1705536000
Google,bard-jan-24-gemini-pro,1215.0,1706140800
OpenAI,gpt-4-0314,1189.0,1706140800
Anthropic,claude-1,1150.0,1706140800
Mistral AI,mistral-medium,1150.0,1706140800
01.AI,yi-34b-chat,1112.0,1706140800
WizardTeam,wizardlm-70b,1106.0,1706140800
Allen Institute,tulu-2-dpo-70b,1105.0,1706140800
LMSYS,vicuna-33b,1094.0,1706140800
Berkeley,starling-lm-7b-alpha,1089.0,1706140800
Meta,llama-2-70b-chat,1081.0,1706140800
OpenChat,openchat-3.5,1077.0,1706140800
Nous Research,openhermes-2.5-mistral-7b,1075.0,1706140800
Perplexity AI,pplx-70b-online,1074.0,1706140800
Unknown,solar-10.7b-instruct-v1.0,1065.0,1706140800
HuggingFace,zephyr-7b-beta,1050.0,1706140800
Databricks,mpt-30b-chat,1043.0,1706140800
Alibaba,qwen-14b-chat,1034.0,1706140800
TII,falcon-180b-chat,1032.0,1706140800
Zhipu AI,chatglm3-6b,960.0,1706140800
Nomic AI,gpt4all-13b-snoozy,937.0,1706140800
BlinkDL,RWKV-4-Raven-14B,924.0,1706140800
Stanford,alpaca-13b,904.0,1706140800
LAION,oasst-pythia-12b,896.0,1706140800
Stability AI,stablelm-tuned-alpha-7b,844.0,1706140800
OpenAI,gpt-4-1106-preview,1252.0,1706832000
Google,bard-jan-24-gemini-pro,1224.0,1706832000
Mistral AI,mistral-medium,1150.0,1706832000
Anthropic,claude-1,1149.0,1706832000
01.AI,yi-34b-chat,1115.0,1706832000
WizardTeam,wizardlm-70b,1105.0,1706832000
Allen Institute,tulu-2-dpo-70b,1104.0,1706832000
LMSYS,vicuna-33b,1093.0,1706832000
Berkeley,starling-lm-7b-alpha,1090.0,1706832000
DeepSeek,deepseek-llm-67b-chat,1082.0,1706832000
Meta,llama-2-70b-chat,1082.0,1706832000
Nous Research,openhermes-2.5-mistral-7b,1078.0,1706832000
OpenChat,openchat-3.5,1076.0,1706832000
Perplexity AI,pplx-70b-online,1076.0,1706832000
Unknown,dolphin-2.2.1-mistral-7b,1065.0,1706832000
HuggingFace,zephyr-7b-beta,1051.0,1706832000
Databricks,mpt-30b-chat,1044.0,1706832000
Alibaba,qwen-14b-chat,1034.0,1706832000
TII,falcon-180b-chat,1032.0,1706832000
Zhipu AI,chatglm3-6b,960.0,1706832000
Nomic AI,gpt4all-13b-snoozy,937.0,1706832000
BlinkDL,RWKV-4-Raven-14B,925.0,1706832000
Stanford,alpaca-13b,904.0,1706832000
LAION,oasst-pythia-12b,897.0,1706832000
Stability AI,stablelm-tuned-alpha-7b,845.0,1706832000
OpenAI,gpt-4-0125-preview,1253.0,1707955200
Google,bard-jan-24-gemini-pro,1218.0,1707955200
Mistral AI,mistral-medium,1152.0,1707955200
Anthropic,claude-1,1150.0,1707955200
Alibaba,qwen1.5-72b-chat,1147.0,1707955200
01.AI,yi-34b-chat,1111.0,1707955200
WizardTeam,wizardlm-70b,1106.0,1707955200
Allen Institute,tulu-2-dpo-70b,1104.0,1707955200
LMSYS,vicuna-33b,1094.0,1707955200
Berkeley,starling-lm-7b-alpha,1090.0,1707955200
OpenChat,openchat-3.5-0106,1083.0,1707955200
Meta,llama-2-70b-chat,1082.0,1707955200
DeepSeek,deepseek-llm-67b-chat,1080.0,1707955200
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1080.0,1707955200
Perplexity AI,pplx-70b-online,1074.0,1707955200
Unknown,solar-10.7b-instruct-v1.0,1065.0,1707955200
HuggingFace,zephyr-7b-beta,1050.0,1707955200
Databricks,mpt-30b-chat,1045.0,1707955200
TII,falcon-180b-chat,1033.0,1707955200
Zhipu AI,chatglm3-6b,959.0,1707955200
Nomic AI,gpt4all-13b-snoozy,938.0,1707955200
BlinkDL,RWKV-4-Raven-14B,926.0,1707955200
Stanford,alpaca-13b,905.0,1707955200
LAION,oasst-pythia-12b,898.0,1707955200
Stability AI,stablelm-tuned-alpha-7b,846.0,1707955200
OpenAI,gpt-4-0125-preview,1251.0,1709596800
Google,bard-jan-24-gemini-pro,1203.0,1709596800
Mistral AI,mistral-large-2402,1160.0,1709596800
Alibaba,qwen1.5-72b-chat,1147.0,1709596800
Anthropic,claude-1,1147.0,1709596800
WizardTeam,wizardlm-70b,1103.0,1709596800
01.AI,yi-34b-chat,1100.0,1709596800
Allen Institute,tulu-2-dpo-70b,1099.0,1709596800
LMSYS,vicuna-33b,1090.0,1709596800
Berkeley,starling-lm-7b-alpha,1085.0,1709596800
Meta,llama-2-70b-chat,1082.0,1709596800
OpenChat,openchat-3.5-0106,1082.0,1709596800
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1081.0,1709596800
DeepSeek,deepseek-llm-67b-chat,1075.0,1709596800
Perplexity AI,pplx-70b-online,1070.0,1709596800
Unknown,solar-10.7b-instruct-v1.0,1062.0,1709596800
HuggingFace,zephyr-7b-beta,1048.0,1709596800
Databricks,mpt-30b-chat,1042.0,1709596800
TII,falcon-180b-chat,1028.0,1709596800
Zhipu AI,chatglm3-6b,956.0,1709596800
Nomic AI,gpt4all-13b-snoozy,937.0,1709596800
BlinkDL,RWKV-4-Raven-14B,922.0,1709596800
Stanford,alpaca-13b,902.0,1709596800
LAION,oasst-pythia-12b,895.0,1709596800
Stability AI,stablelm-tuned-alpha-7b,843.0,1709596800
OpenAI,gpt-4-0125-preview,1251.0,1709769600
Anthropic,claude-3-opus-20240229,1233.0,1709769600
Google,bard-jan-24-gemini-pro,1203.0,1709769600
Mistral AI,mistral-large-2402,1155.0,1709769600
Alibaba,qwen1.5-72b-chat,1147.0,1709769600
WizardTeam,wizardlm-70b,1103.0,1709769600
01.AI,yi-34b-chat,1100.0,1709769600
Allen Institute,tulu-2-dpo-70b,1099.0,1709769600
LMSYS,vicuna-33b,1090.0,1709769600
Berkeley,starling-lm-7b-alpha,1085.0,1709769600
OpenChat,openchat-3.5-0106,1083.0,1709769600
Meta,llama-2-70b-chat,1082.0,1709769600
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1082.0,1709769600
DeepSeek,deepseek-llm-67b-chat,1074.0,1709769600
Perplexity AI,pplx-70b-online,1070.0,1709769600
Unknown,solar-10.7b-instruct-v1.0,1062.0,1709769600
HuggingFace,zephyr-7b-beta,1047.0,1709769600
Databricks,mpt-30b-chat,1043.0,1709769600
TII,falcon-180b-chat,1027.0,1709769600
Zhipu AI,chatglm3-6b,956.0,1709769600
Nomic AI,gpt4all-13b-snoozy,937.0,1709769600
BlinkDL,RWKV-4-Raven-14B,922.0,1709769600
Stanford,alpaca-13b,901.0,1709769600
LAION,oasst-pythia-12b,894.0,1709769600
Stability AI,stablelm-tuned-alpha-7b,843.0,1709769600
OpenAI,gpt-4-0125-preview,1249.0,1710288000
Anthropic,claude-3-opus-20240229,1247.0,1710288000
Google,bard-jan-24-gemini-pro,1202.0,1710288000
Mistral AI,mistral-large-2402,1155.0,1710288000
Alibaba,qwen1.5-72b-chat,1146.0,1710288000
WizardTeam,wizardlm-70b,1102.0,1710288000
01.AI,yi-34b-chat,1099.0,1710288000
Allen Institute,tulu-2-dpo-70b,1097.0,1710288000
LMSYS,vicuna-33b,1089.0,1710288000
Berkeley,starling-lm-7b-alpha,1084.0,1710288000
OpenChat,openchat-3.5-0106,1084.0,1710288000
Meta,llama-2-70b-chat,1082.0,1710288000
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1081.0,1710288000
DeepSeek,deepseek-llm-67b-chat,1073.0,1710288000
Perplexity AI,pplx-70b-online,1068.0,1710288000
Unknown,solar-10.7b-instruct-v1.0,1061.0,1710288000
HuggingFace,zephyr-7b-beta,1046.0,1710288000
Databricks,mpt-30b-chat,1042.0,1710288000
TII,falcon-180b-chat,1026.0,1710288000
Zhipu AI,chatglm3-6b,955.0,1710288000
Nomic AI,gpt4all-13b-snoozy,937.0,1710288000
BlinkDL,RWKV-4-Raven-14B,922.0,1710288000
Stanford,alpaca-13b,901.0,1710288000
LAION,oasst-pythia-12b,893.0,1710288000
Stability AI,stablelm-tuned-alpha-7b,842.0,1710288000
OpenAI,gpt-4-1106-preview,1251.0,1711411200
Google,bard-jan-24-gemini-pro,1203.0,1711411200
Anthropic,claude-3-sonnet-20240229,1198.0,1711411200
Mistral AI,mistral-large-2402,1157.0,1711411200
Alibaba,qwen1.5-72b-chat,1148.0,1711411200
Berkeley,starling-lm-7b-beta,1127.0,1711411200
WizardTeam,wizardlm-70b,1102.0,1711411200
01.AI,yi-34b-chat,1099.0,1711411200
Allen Institute,tulu-2-dpo-70b,1097.0,1711411200
LMSYS,vicuna-33b,1088.0,1711411200
OpenChat,openchat-3.5-0106,1087.0,1711411200
Meta,llama-2-70b-chat,1082.0,1711411200
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1081.0,1711411200
DeepSeek,deepseek-llm-67b-chat,1074.0,1711411200
Perplexity AI,pplx-70b-online,1069.0,1711411200
Unknown,solar-10.7b-instruct-v1.0,1061.0,1711411200
HuggingFace,zephyr-7b-beta,1047.0,1711411200
Databricks,mpt-30b-chat,1041.0,1711411200
TII,falcon-180b-chat,1027.0,1711411200
Zhipu AI,chatglm3-6b,955.0,1711411200
Nomic AI,gpt4all-13b-snoozy,934.0,1711411200
BlinkDL,RWKV-4-Raven-14B,921.0,1711411200
Stanford,alpaca-13b,900.0,1711411200
LAION,oasst-pythia-12b,892.0,1711411200
Stability AI,stablelm-tuned-alpha-7b,841.0,1711411200
Anthropic,claude-3-opus-20240229,1253.5558630630308,1711497600
OpenAI,gpt-4-1106-preview,1251.1707801690416,1711497600
Google,bard-jan-24-gemini-pro,1203.533591532051,1711497600
Mistral AI,mistral-large-2402,1156.5585208681675,1711497600
Alibaba,qwen1.5-72b-chat,1148.2292821101817,1711497600
Cohere,command-r,1147.6036227407878,1711497600
Berkeley,starling-lm-7b-beta,1119.4592845691725,1711497600
WizardTeam,wizardlm-70b,1102.781937930863,1711497600
01.AI,yi-34b-chat,1099.0185495323788,1711497600
Allen Institute,tulu-2-dpo-70b,1098.2735017353025,1711497600
LMSYS,vicuna-33b,1088.274418730092,1711497600
OpenChat,openchat-3.5-0106,1087.6340709068306,1711497600
Meta,llama-2-70b-chat,1082.2001948203808,1711497600
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1082.0645589907424,1711497600
DeepSeek,deepseek-llm-67b-chat,1074.857716457415,1711497600
Perplexity AI,pplx-70b-online,1070.2841825433595,1711497600
Databricks,dbrx-instruct,1065.6650641320084,1711497600
Unknown,solar-10.7b-instruct-v1.0,1061.083013816454,1711497600
HuggingFace,zephyr-7b-beta,1047.4196775130567,1711497600
TII,falcon-180b-chat,1028.02085021911,1711497600
Zhipu AI,chatglm3-6b,955.902249912696,1711497600
Nomic AI,gpt4all-13b-snoozy,933.5745264608328,1711497600
BlinkDL,RWKV-4-Raven-14B,920.8095483662424,1711497600
Stanford,alpaca-13b,900.0592385524541,1711497600
LAION,oasst-pythia-12b,892.629394294361,1711497600
Stability AI,stablelm-tuned-alpha-7b,841.4858837385057,1711497600
Anthropic,claude-3-opus-20240229,1255.9136160403054,1712102400
OpenAI,gpt-4-1106-preview,1252.8567483234224,1712102400
Google,bard-jan-24-gemini-pro,1206.2106340468474,1712102400
Mistral AI,mistral-large-2402,1157.6902624056395,1712102400
Alibaba,qwen1.5-72b-chat,1150.7544520561007,1712102400
Cohere,command-r,1146.3017623979567,1712102400
Berkeley,starling-lm-7b-beta,1118.2893653882395,1712102400
WizardTeam,wizardlm-70b,1104.6782225730703,1712102400
01.AI,yi-34b-chat,1100.8827565998054,1712102400
Allen Institute,tulu-2-dpo-70b,1098.7803356938791,1712102400
OpenChat,openchat-3.5-0106,1094.3152584674517,1712102400
LMSYS,vicuna-33b,1089.974674855273,1712102400
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1084.7241081880877,1712102400
Meta,llama-2-70b-chat,1084.30077848822,1712102400
DeepSeek,deepseek-llm-67b-chat,1076.2093846022158,1712102400
Perplexity AI,pplx-70b-online,1070.9028156663917,1712102400
Unknown,solar-10.7b-instruct-v1.0,1063.7977924531078,1712102400
HuggingFace,zephyr-7b-beta,1048.9012298422183,1712102400
Databricks,mpt-30b-chat,1044.4952137160822,1712102400
TII,falcon-180b-chat,1028.731652551452,1712102400
Zhipu AI,chatglm3-6b,959.0833754667332,1712102400
Nomic AI,gpt4all-13b-snoozy,940.6516634519468,1712102400
BlinkDL,RWKV-4-Raven-14B,925.0940811481591,1712102400
Stanford,alpaca-13b,904.1287417619184,1712102400
LAION,oasst-pythia-12b,896.4629215968237,1712102400
Stability AI,stablelm-tuned-alpha-7b,845.3424828959986,1712102400
Anthropic,claude-3-opus-20240229,1255.8232577594238,1712620800
OpenAI,gpt-4-1106-preview,1253.9421400936787,1712620800
Google,bard-jan-24-gemini-pro,1207.8595334678996,1712620800
Cohere,command-r-plus,1194.2897937540615,1712620800
Mistral AI,mistral-large-2402,1157.5387020950163,1712620800
Alibaba,qwen1.5-72b-chat,1152.6466239308995,1712620800
Berkeley,starling-lm-7b-beta,1118.4134739059728,1712620800
WizardTeam,wizardlm-70b,1106.8076941230192,1712620800
01.AI,yi-34b-chat,1105.6967190233445,1712620800
Allen Institute,tulu-2-dpo-70b,1101.9101794040914,1712620800
OpenChat,openchat-3.5-0106,1097.253654885226,1712620800
LMSYS,vicuna-33b,1092.3181096548822,1712620800
Meta,llama-2-70b-chat,1086.7909609102323,1712620800
Nous Research,nous-hermes-2-mixtral-8x7b-dpo,1085.9572186464395,1712620800
DeepSeek,deepseek-llm-67b-chat,1078.7571002836094,1712620800
Perplexity AI,pplx-70b-online,1073.9633877861156,1712620800
Unknown,solar-10.7b-instruct-v1.0,1064.5698875807448,1712620800
HuggingFace,zephyr-7b-beta,1051.6572445926922,1712620800
Databricks,mpt-30b-chat,1044.632139989491,1712620800
TII,falcon-180b-chat,1034.490324284492,1712620800
Zhipu AI,chatglm3-6b,958.53669541725,1712620800
Nomic AI,gpt4all-13b-snoozy,936.0268538982696,1712620800
BlinkDL,RWKV-4-Raven-14B,925.504613658182,1712620800
Stanford,alpaca-13b,904.8470869894732,1712620800
LAION,oasst-pythia-12b,897.4611772744454,1712620800
Stability AI,stablelm-tuned-alpha-7b,846.0479588562088,1712620800
Anthropic,claude-3-opus-20240229,1255.912690510752,1712707200
OpenAI,gpt-4-1106-preview,1254.217113334657,1712707200
Google,bard-jan-24-gemini-pro,1208.277642032598,1712707200
Cohere,command-r-plus,1194.498104358404,1712707200
Mistral AI,mistral-large-2402,1158.0225933985337,1712707200
Alibaba,qwen1.5-72b-chat,1153.126916455108,1712707200
Berkeley,starling-lm-7b-beta,1118.3233946475684,1712707200
WizardTeam,wizardlm-70b,1107.1147798894317,1712707200
01.AI,yi-34b-chat,1105.7359203550611,1712707200
Allen Institute,tulu-2-dpo-70b,1102.2230716053268,1712707200
Databricks,dbrx-instruct,1101.9016719560498,1712707200
OpenChat,openchat-3.5-0106,1098.5198063465457,1712707200
